6,9684740,recv,1
6,9684740,recv,2
1,9684740,recv,1
2,9684740,recv,1
3,9684740,recv,1
4,9684740,recv,1
5,9684740,recv,1
6,9684740,recv,3
1,9684740,recv,2
2,9684740,recv,2
3,9684740,recv,2
4,9684740,recv,2
5,9684740,recv,2
6,9684740,recv,4
1,9684740,recv,3
2,9684740,recv,3
3,9684740,recv,3
4,9684740,recv,3
5,9684740,recv,3
6,9684740,recv,5
1,9684740,recv,4
2,9684740,recv,4
3,9684740,recv,4
4,9684740,recv,4
5,9684740,recv,4
6,9684740,recv,6
1,9684740,recv,5
2,9684740,recv,5
3,9684740,recv,5
4,9684740,recv,5
5,9684740,recv,5
6,9684740,recv,7
1,9684740,recv,6
2,9684740,recv,6
3,9684740,recv,6
4,9684740,recv,6
5,9684740,recv,6
6,9684740,recv,8
1,9684740,recv,7
2,9684740,recv,7
3,9684740,recv,7
4,9684740,recv,7
5,9684740,recv,7
6,9684740,recv,9
1,9684740,recv,8
2,9684740,recv,8
3,9684740,recv,8
4,9684740,recv,8
5,9684740,recv,8
6,9684740,recv,10
